model,augmentation,phase,epoch,loss,accuracy,date,transformations
OCDC__Size-640x640_Epoch-30_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,30,0.36373077787251934,0.851887953016493,2021-12-09 02:23:39.005719,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-31_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,31,0.34334747450248826,0.8448511701311384,2021-12-09 02:42:19.732951,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-31_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,31,0.367391271620161,0.8519813232421873,2021-12-09 02:42:19.732981,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-32_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,32,0.33475538188414206,0.8501266682942705,2021-12-09 03:01:00.485108,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-32_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,32,0.3747392736375332,0.8517347683376733,2021-12-09 03:01:00.485152,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-33_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,33,0.3321872819392454,0.8499506865001866,2021-12-09 03:19:40.925020,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-33_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,33,0.3308043114323583,0.8556096055772567,2021-12-09 03:19:40.925050,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-34_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,34,0.3268229635454537,0.858113618396578,2021-12-09 03:38:21.238008,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-34_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,34,0.4223409974844091,0.8516742621527776,2021-12-09 03:38:21.238042,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-35_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,35,0.34210012085913194,0.845708501906621,2021-12-09 03:57:02.311113,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-35_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,35,0.34859170980441073,0.855102349175347,2021-12-09 03:57:02.311171,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-36_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,36,0.32403251789233073,0.8569474312918529,2021-12-09 04:15:42.984158,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-36_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,36,0.3702295150504344,0.8529367811414931,2021-12-09 04:15:42.984205,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-37_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,37,0.3308080962415607,0.8553850272042414,2021-12-09 04:34:23.582379,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-37_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,37,0.31769491697454616,0.8645281304253469,2021-12-09 04:34:23.582424,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-38_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,38,0.3141116744788763,0.8642086879185263,2021-12-09 04:53:03.883893,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-38_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,38,0.3406679141283449,0.8646163872612848,2021-12-09 04:53:03.883951,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-39_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,39,0.3435403897016797,0.8515873878115704,2021-12-09 05:11:43.869960,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-39_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,39,0.3584391348684827,0.8543280164930555,2021-12-09 05:11:43.870008,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-40_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,40,0.3189140712997566,0.858332318987165,2021-12-09 05:30:23.683604,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-40_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,40,0.33239427358429463,0.8545120578342013,2021-12-09 05:30:23.683648,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-41_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,41,0.3072240671220546,0.8674121151878715,2021-12-09 05:49:04.545179,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-41_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,41,0.2715526872004072,0.8857701280381944,2021-12-09 05:49:04.545210,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-42_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,42,0.301418592610086,0.8706686285109746,2021-12-09 06:07:44.773107,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-42_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,42,0.34340270745774937,0.8558273111979167,2021-12-09 06:07:44.773152,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-43_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,43,0.29396370298317853,0.8753378412155888,2021-12-09 06:26:24.721301,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-43_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,43,0.351835280082499,0.8551549479166666,2021-12-09 06:26:24.721332,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-44_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,44,0.29043998107524766,0.8770352347237725,2021-12-09 06:45:05.355823,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-44_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,44,0.40971787376329305,0.8547806125217011,2021-12-09 06:45:05.355854,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-45_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,45,0.296699589516391,0.8725771135602685,2021-12-09 07:03:45.382711,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-45_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,45,0.2563522425480187,0.8894046359592014,2021-12-09 07:03:45.382760,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-46_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,46,0.2784074472041712,0.883934395926339,2021-12-09 07:22:25.267221,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-46_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,46,0.3961517129921251,0.8556070556640625,2021-12-09 07:22:25.267252,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-47_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,47,0.29859320473846135,0.87480142938523,2021-12-09 07:41:05.715008,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-47_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,47,0.5619353292613394,0.851697292751736,2021-12-09 07:41:05.715051,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-48_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,48,0.34077144738818915,0.8476704770042779,2021-12-09 07:59:46.462475,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-48_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,48,0.26270320635909833,0.8870019259982638,2021-12-09 07:59:46.462507,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-49_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,49,0.2686381659963878,0.891902547200521,2021-12-09 08:18:26.577469,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-49_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,49,0.2726678312083499,0.8626113009982638,2021-12-09 08:18:26.577499,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-50_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,50,0.2662045630886929,0.8859063226609015,2021-12-09 08:37:07.504024,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-50_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,50,0.3086551357500462,0.8546558295355902,2021-12-09 08:37:07.504081,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-51_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,51,0.2611122290892083,0.891483508882069,2021-12-09 08:55:49.069240,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-51_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,51,0.3282200835852159,0.8696734212239583,2021-12-09 08:55:49.069299,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-52_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,52,0.26000337784283883,0.8933174089704241,2021-12-09 09:14:30.390304,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-52_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,52,0.35373801493292883,0.8516947970920138,2021-12-09 09:14:30.390360,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-53_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,53,0.2826029760197603,0.8779194742838538,2021-12-09 09:33:11.550042,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-53_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,53,0.23733582623406416,0.8968510064019096,2021-12-09 09:33:11.550087,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-54_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,54,0.26076936291619424,0.8899741821289061,2021-12-09 09:51:52.011625,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-54_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,54,0.48967867909878904,0.8541843126085067,2021-12-09 09:51:52.011682,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-55_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,55,0.2666713042151449,0.8949685058593742,2021-12-09 10:10:34.060700,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-55_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,55,0.23044201509199208,0.9024114040798616,2021-12-09 10:10:34.060745,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-56_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,56,0.24186907554533155,0.8997790643601195,2021-12-09 10:29:14.315378,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-56_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,56,0.2788804047482295,0.8641472574869792,2021-12-09 10:29:14.315410,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-57_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,57,0.24147788666221978,0.9008047775995156,2021-12-09 10:47:54.892645,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-57_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,57,0.2593158046611481,0.8840123833550347,2021-12-09 10:47:54.892675,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-58_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,58,0.23480502033572911,0.9044246535528266,2021-12-09 11:06:35.420148,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-58_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,58,0.6260772385194691,0.8529737413194444,2021-12-09 11:06:35.420179,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-59_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,59,0.23407064206798428,0.9077600911458333,2021-12-09 11:25:16.482664,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-59_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,59,0.20913812945234692,0.9164539523654516,2021-12-09 11:25:16.482695,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-60_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,60,0.22120429557315738,0.9131189865838917,2021-12-09 11:43:57.212995,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-60_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,60,0.29535023416133804,0.8610738254123266,2021-12-09 11:43:57.213049,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-61_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,61,0.2228086182420763,0.9114957391648066,2021-12-09 12:02:37.624978,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-61_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,61,0.34264487493783236,0.8638310682508681,2021-12-09 12:02:37.625036,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-62_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,62,0.21975090608355544,0.9123749651227677,2021-12-09 12:21:17.995905,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-62_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,62,0.25839666103582004,0.8891592475043402,2021-12-09 12:21:17.995936,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-63_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,63,0.21911974898206868,0.9164351138160343,2021-12-09 12:39:58.743938,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-63_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,63,0.1896593421154345,0.9211006401909725,2021-12-09 12:39:58.743988,[None 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-64_Images-840_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,64,0.21217459337314634,0.9176493559337796,2021-12-09 12:58:40.669264,[None 'grid_distortion' 'optical_distortion']
